date,n1,n2,n3,n4,n5
2019-04-09 19:00:00,-0.239,-0.076,-0.864,-0.336,1.239
2019-04-09 20:00:00,0.382,0.905,0.19,1.535,-1.661
2019-04-09 21:00:00,0.028,0.338,-1.227,-0.531,-1.345
2019-04-09 22:00:00,-0.272,-0.646,-1.372,-0.702,-0.798
2019-04-09 23:00:00,-0.703,-1.366,-2.761,1.099,-1.238
2019-04-10 00:00:00,0.539,-1.112,-0.43,-0.324,0.114
2019-04-10 01:00:00,-0.761,-0.698,-1.584,0.559,-0.476
2019-04-10 02:00:00,0.298,-0.983,-0.349,-0.246,1.011
2019-04-10 03:00:00,0.773,-0.651,-0.928,0.418,-1.629
2019-04-10 04:00:00,-0.254,1.288,0.077,0.311,-0.432
2019-04-10 05:00:00,0.293,0.004,0.434,-0.21,-0.297
2019-04-10 06:00:00,0.379,0.578,0.539,0.729,0.561
2019-04-10 07:00:00,1.452,-2.213,-1.381,-1.499,-0.175
2019-04-10 08:00:00,1.261,0.353,-2.05,1.746,0.811
2019-04-10 09:00:00,0.574,1.329,-0.458,0.758,-0.534
2019-04-10 10:00:00,0.552,0.173,-1.335,-1.579,-0.892
2019-04-10 11:00:00,0.312,1.349,-0.081,-0.952,-0.214
2019-04-10 12:00:00,0.528,-0.228,-1.076,0.118,0.114
2019-04-10 13:00:00,-0.497,-1.354,1.018,1.721,-0.192
2019-04-10 14:00:00,0.021,0.421,0.312,1.389,1.456
2019-04-10 15:00:00,-1.756,2.734,-0.298,0.186,-1.744
2019-04-10 16:00:00,0.522,-0.009,1.24,0.833,0.227
2019-04-10 17:00:00,0.136,0.333,0.116,-2.791,0.197
2019-04-10 18:00:00,-2.017,1.081,0.739,-1.105,-0.1
2019-04-10 19:00:00,0.384,-1.596,-0.029,0.345,0.269
2019-04-10 20:00:00,0.677,0.355,1.226,0.927,0.887
2019-04-10 21:00:00,-0.53,1.885,-0.285,-1.144,0.995
2019-04-10 22:00:00,-2.202,1.522,-1.672,0.881,2.088
2019-04-10 23:00:00,-1.488,0.685,1.032,-0.435,1.492
2019-04-11 00:00:00,-1.161,-0.437,-0.017,0.94,-1.2
2019-04-11 01:00:00,-0.125,2.144,-0.439,0.598,1.532
2019-04-11 02:00:00,-1.216,0.563,-0.302,0.423,0.363
2019-04-11 03:00:00,1.66,0.24,1.626,-0.508,-0.616
2019-04-11 04:00:00,1.679,-0.016,1.574,-0.204,0.51
2019-04-11 05:00:00,-0.714,-0.892,0.289,1.148,1.721
2019-04-11 06:00:00,-0.678,0.76,-0.546,0.026,0.958
2019-04-11 07:00:00,-1.554,-0.706,1.067,-1.224,0.079
2019-04-11 08:00:00,0.172,-0.591,-0.765,0.465,-0.737
2019-04-11 09:00:00,2.039,-1.739,0.806,1.166,0.273
2019-04-11 10:00:00,-0.243,0.014,-0.663,0.63,1.175
2019-04-11 11:00:00,0.598,1.1,0.098,-1.014,-0.816
2019-04-11 12:00:00,1.851,-0.241,0.377,0.005,0.948
2019-04-11 13:00:00,0.805,-0.223,-0.986,0.011,-0.216
2019-04-11 14:00:00,1.162,0.253,1.849,1.228,-2.554
2019-04-11 15:00:00,1.026,0.197,0.808,-0.668,-0.389
2019-04-11 16:00:00,0.59,2.772,-1.093,0.468,1.387
2019-04-11 17:00:00,-0.109,-0.685,-0.678,1.321,0.483
2019-04-11 18:00:00,0.336,0.7,1.015,0.24,-0.464
2019-04-11 19:00:00,1.289,0.253,-0.789,0.471,-0.063
2019-04-11 20:00:00,2.341,1.408,-0.198,1.971,0.094
2019-04-11 21:00:00,0.472,-0.458,-0.048,-1.135,0.11
2019-04-11 22:00:00,0.059,-0.052,0.904,0.719,-2.58
2019-04-11 23:00:00,0.525,1.605,-1.255,-0.049,0.18
2019-04-12 00:00:00,0.984,0.545,0.004,0.184,-0.644
2019-04-12 01:00:00,-1.397,0.05,0.102,0.61,0.088
2019-04-12 02:00:00,1.475,0.804,-1.805,-0.414,0.152
2019-04-12 03:00:00,-1.901,0.763,1.095,1.384,-0.084
2019-04-12 04:00:00,0.3,-0.417,-0.842,-1.764,-0.132
2019-04-12 05:00:00,-2.008,-0.203,-0.82,-0.306,0.638
2019-04-12 06:00:00,0.864,0.641,0.051,0.491,-0.447
2019-04-12 07:00:00,-1.006,0.946,-0.238,-1.972,0.55
2019-04-12 08:00:00,-1.209,-0.384,1.347,0.164,0.027
2019-04-12 09:00:00,0.455,0.125,0.36,0.591,0.827
2019-04-12 10:00:00,-0.304,-0.131,-0.118,-0.802,1.082
2019-04-12 11:00:00,-1.559,-0.167,2.161,0.259,0.498
2019-04-12 12:00:00,-1.343,-1.036,-1.942,-0.0,-1.324
2019-04-12 13:00:00,0.259,0.696,-0.674,-0.173,-0.721
2019-04-12 14:00:00,-0.693,0.45,0.944,-0.509,-0.606
2019-04-12 15:00:00,0.93,0.877,0.783,-0.179,-3.19
2019-04-12 16:00:00,-0.073,0.319,-0.198,0.625,-0.79
2019-04-12 17:00:00,1.38,1.017,0.331,0.577,2.507
2019-04-12 18:00:00,-0.619,-0.245,-0.161,1.116,0.304
2019-04-12 19:00:00,1.194,-0.068,-0.707,0.396,-1.378
2019-04-12 20:00:00,-0.384,-2.021,-0.119,0.844,1.553
2019-04-12 21:00:00,0.211,1.034,1.033,1.093,-0.484
2019-04-12 22:00:00,1.545,-1.362,0.738,-2.067,-1.091
2019-04-12 23:00:00,-0.781,-0.394,-0.161,0.969,1.085
2019-04-13 00:00:00,-1.306,-0.633,-0.877,0.195,0.851
2019-04-13 01:00:00,0.908,0.589,-0.91,-0.558,-3.093
2019-04-13 02:00:00,0.269,0.061,-0.414,1.083,0.618
2019-04-13 03:00:00,-0.237,1.157,-0.099,0.005,1.1
2019-04-13 04:00:00,0.626,0.583,-0.725,1.265,0.736
2019-04-13 05:00:00,-1.286,-1.447,-0.947,-1.914,-0.595
2019-04-13 06:00:00,1.411,-0.399,0.27,-0.46,-1.251
2019-04-13 07:00:00,-0.187,-1.505,1.143,0.667,-0.594
2019-04-13 08:00:00,-0.697,0.861,0.31,0.597,0.988
2019-04-13 09:00:00,0.177,-0.947,-0.208,0.15,-0.579
2019-04-13 10:00:00,1.269,-1.382,0.996,0.478,0.513
2019-04-13 11:00:00,2.409,-0.593,-0.331,1.178,-0.495
2019-04-13 12:00:00,-1.08,0.335,-1.531,-0.565,-0.845
2019-04-13 13:00:00,0.317,-1.356,1.653,-0.044,3.146
2019-04-13 14:00:00,1.013,-0.375,0.824,-0.596,0.544
2019-04-13 15:00:00,0.8,1.256,-1.066,-0.174,-1.942
2019-04-13 16:00:00,-1.017,-0.261,0.063,0.857,-0.624
2019-04-13 17:00:00,0.441,-2.105,-0.26,0.555,-1.624
2019-04-13 18:00:00,-1.213,1.732,-0.833,-0.56,0.138
2019-04-13 19:00:00,-0.089,-0.017,-0.676,0.342,1.57
2019-04-13 20:00:00,1.585,1.344,0.583,0.569,-1.269
2019-04-13 21:00:00,-0.711,1.743,-2.119,0.574,-0.824
2019-04-13 22:00:00,-1.466,-0.792,-1.571,0.949,0.374
2019-04-13 23:00:00,-1.404,-1.434,-0.496,0.868,1.849
2019-04-14 00:00:00,1.256,-0.457,-2.335,-0.717,0.353
2019-04-14 01:00:00,-0.199,1.308,-0.969,0.778,-0.565
2019-04-14 02:00:00,0.66,-0.968,1.022,-0.386,-2.334
2019-04-14 03:00:00,0.027,1.145,0.692,0.613,-1.165
2019-04-14 04:00:00,0.515,-0.352,1.331,-1.028,1.348
2019-04-14 05:00:00,-1.223,-0.405,0.306,-1.549,0.397
2019-04-14 06:00:00,-2.095,-1.508,-0.917,-0.468,0.7
2019-04-14 07:00:00,0.74,0.481,0.42,-1.493,0.284
2019-04-14 08:00:00,-0.497,0.12,1.57,1.096,0.137
2019-04-14 09:00:00,0.848,0.785,-1.225,-0.604,1.766
2019-04-14 10:00:00,-0.647,0.959,0.085,0.087,-0.452
2019-04-14 11:00:00,0.251,2.303,-0.418,-1.539,0.143
2019-04-14 12:00:00,0.667,-0.149,-0.409,1.349,0.689
2019-04-14 13:00:00,0.986,0.022,-1.855,-0.768,-0.068
2019-04-14 14:00:00,-1.715,1.558,1.511,2.11,-1.043
2019-04-14 15:00:00,1.149,1.145,0.249,-0.261,2.255
2019-04-14 16:00:00,0.133,1.16,-0.287,0.497,-2.955
2019-04-14 17:00:00,-0.291,-1.918,0.232,2.302,0.739
2019-04-14 18:00:00,0.894,-0.274,0.476,-0.963,0.375
2019-04-14 19:00:00,-0.766,-2.645,0.41,-0.99,1.679
2019-04-14 20:00:00,0.131,-1.729,1.062,0.444,1.027
2019-04-14 21:00:00,-2.22,0.378,0.409,-1.08,2.073
2019-04-14 22:00:00,-0.383,0.607,-0.434,0.701,0.072
2019-04-14 23:00:00,-1.193,0.594,-1.16,0.154,-0.577
2019-04-15 00:00:00,-1.978,-0.617,-0.076,0.805,0.084
2019-04-15 01:00:00,0.879,-0.129,1.593,-1.551,2.059
2019-04-15 02:00:00,0.309,0.071,1.358,-0.133,-0.596
2019-04-15 03:00:00,0.974,1.771,-0.768,-1.312,0.744
2019-04-15 04:00:00,1.788,0.273,1.827,0.811,0.801
2019-04-15 05:00:00,0.018,1.243,-1.206,-0.278,-1.13
2019-04-15 06:00:00,-1.908,0.685,0.127,-0.483,-0.697
2019-04-15 07:00:00,0.385,0.27,-0.147,1.102,-1.003
2019-04-15 08:00:00,0.121,-1.61,0.166,-0.264,-1.264
2019-04-15 09:00:00,0.986,-0.149,0.53,0.44,0.094
2019-04-15 10:00:00,-2.621,0.621,1.436,-0.43,1.915
2019-04-15 11:00:00,0.442,0.601,0.108,-0.67,-0.533
2019-04-15 12:00:00,0.44,-0.776,-0.332,0.414,0.417
2019-04-15 13:00:00,0.853,1.525,-0.643,0.52,0.66
2019-04-15 14:00:00,-1.766,0.954,-1.395,0.801,-0.673
2019-04-15 15:00:00,-0.056,-1.174,-0.638,0.342,-0.648
2019-04-15 16:00:00,-0.499,-0.722,-1.614,-0.958,-0.215
2019-04-15 17:00:00,0.462,-2.383,-1.301,0.707,0.361
2019-04-15 18:00:00,-1.057,-0.672,-0.595,1.429,1.412
2019-04-15 19:00:00,-0.261,-0.592,-1.04,-1.06,2.197
2019-04-15 20:00:00,-0.002,-0.174,0.775,-0.449,0.134
2019-04-15 21:00:00,-0.271,-0.604,0.313,1.729,1.288
2019-04-15 22:00:00,0.125,-0.012,-0.568,1.361,-1.472
2019-04-15 23:00:00,-1.259,-1.188,0.685,0.142,0.627
2019-04-16 00:00:00,-2.657,0.504,-1.172,2.262,-1.49
2019-04-16 01:00:00,-1.554,1.577,-0.371,0.687,-0.7
2019-04-16 02:00:00,-0.987,-0.607,-1.335,-0.512,1.036
2019-04-16 03:00:00,0.834,2.551,0.541,0.129,-0.602
2019-04-16 04:00:00,0.719,-0.18,-1.376,1.255,-0.953
2019-04-16 05:00:00,0.097,-0.479,1.377,-0.885,0.211
2019-04-16 06:00:00,0.996,-0.624,-0.449,-0.126,-0.401
2019-04-16 07:00:00,-0.888,-0.253,-0.798,-1.709,3.25
2019-04-16 08:00:00,-0.573,0.04,-1.042,2.377,1.077
2019-04-16 09:00:00,-0.646,-0.66,-0.063,0.411,0.735
2019-04-16 10:00:00,-0.904,-0.616,-0.553,-0.804,-1.448
2019-04-16 11:00:00,1.208,-0.76,0.567,0.653,0.358
2019-04-16 12:00:00,0.355,0.591,0.061,0.171,2.466
2019-04-16 13:00:00,1.045,1.876,1.569,-0.663,-0.504
2019-04-16 14:00:00,2.5,-1.575,0.658,-1.999,-0.176
2019-04-16 15:00:00,1.004,-0.541,0.414,0.023,-0.224
2019-04-16 16:00:00,-1.922,0.614,0.92,-0.208,0.01
2019-04-16 17:00:00,0.69,0.278,-0.88,-1.181,-1.459
2019-04-16 18:00:00,0.351,-1.649,-0.365,1.595,0.243
2019-04-16 19:00:00,0.921,-2.034,0.521,-0.497,0.614
2019-04-16 20:00:00,-0.292,1.378,-0.86,0.267,0.798
2019-04-16 21:00:00,-0.786,-1.014,0.94,0.16,0.834
2019-04-16 22:00:00,0.123,0.514,0.52,-1.595,1.753
2019-04-16 23:00:00,1.128,-0.722,-2.249,1.306,-0.061
2019-04-17 00:00:00,0.02,-1.315,-1.01,1.044,0.913
2019-04-17 01:00:00,-0.605,0.394,1.224,-0.556,-0.166
2019-04-17 02:00:00,-0.417,0.868,-0.49,1.553,-1.05
2019-04-17 03:00:00,0.255,0.04,1.426,-1.564,-0.522
2019-04-17 04:00:00,-0.163,0.175,0.388,-0.835,0.081
2019-04-17 05:00:00,-0.584,0.769,-0.923,2.327,1.529
2019-04-17 06:00:00,-1.651,0.405,0.799,0.752,0.225
2019-04-17 07:00:00,-0.013,-1.1,0.581,0.599,-1.106
2019-04-17 08:00:00,1.253,0.605,1.059,-1.648,0.689
2019-04-17 09:00:00,-0.221,0.593,1.661,-1.283,-0.069
2019-04-17 10:00:00,0.119,1.554,-1.115,1.409,-1.019
2019-04-17 11:00:00,1.772,-0.426,0.967,-0.239,0.995
2019-04-17 12:00:00,-0.93,-0.923,-0.899,1.242,-0.861
2019-04-17 13:00:00,-2.036,-0.077,0.456,-1.761,-1.827
2019-04-17 14:00:00,0.938,-0.562,1.141,0.519,-0.362
2019-04-17 15:00:00,-0.591,-0.184,0.795,-0.748,-1.415
2019-04-17 16:00:00,2.407,1.518,-0.002,-0.597,-0.189
2019-04-17 17:00:00,-1.105,-0.613,-0.276,0.723,1.318
2019-04-17 18:00:00,-0.124,-1.814,-0.919,0.387,-0.96
2019-04-17 19:00:00,-0.371,1.15,1.72,0.471,0.983
2019-04-17 20:00:00,0.217,-0.664,-1.633,0.652,-0.288
2019-04-17 21:00:00,-1.491,-1.778,0.097,1.0,2.219
2019-04-17 22:00:00,0.346,-0.109,1.934,0.923,-0.947
2019-04-17 23:00:00,-2.849,0.693,1.541,0.157,-1.159
2019-04-18 00:00:00,-1.677,-0.792,-1.195,-0.402,-0.451
2019-04-18 01:00:00,-2.665,0.115,0.104,0.153,0.283
2019-04-18 02:00:00,-0.233,-0.251,0.077,1.518,0.007
2019-04-18 03:00:00,0.651,0.89,-1.166,1.831,1.016
2019-04-18 04:00:00,-0.216,1.059,-2.746,0.469,0.648
2019-04-18 05:00:00,2.213,1.44,1.02,-0.95,-0.42
2019-04-18 06:00:00,-1.307,0.854,1.178,1.753,0.163
2019-04-18 07:00:00,-0.591,0.446,-0.641,-0.206,1.364
2019-04-18 08:00:00,-0.363,1.264,-0.843,1.452,0.578
2019-04-18 09:00:00,2.545,-0.799,0.204,1.353,-1.349
2019-04-18 10:00:00,-0.373,0.725,-1.75,-0.462,-1.465
2019-04-18 11:00:00,0.511,-0.836,0.173,0.13,0.026
2019-04-18 12:00:00,-0.294,-0.139,0.355,0.387,1.363
2019-04-18 13:00:00,0.133,-1.248,0.424,0.815,-0.589
2019-04-18 14:00:00,0.367,0.595,0.474,-0.417,1.273
2019-04-18 15:00:00,0.136,0.559,-0.27,0.327,0.318
2019-04-18 16:00:00,-0.843,-1.332,-1.139,1.117,1.312
2019-04-18 17:00:00,-2.16,-1.145,1.719,-0.782,-0.353
2019-04-18 18:00:00,3.091,0.205,-1.602,-0.09,-1.034
2019-04-18 19:00:00,0.646,-0.168,0.46,1.074,1.062
2019-04-18 20:00:00,-0.771,1.736,1.51,-0.406,0.053
2019-04-18 21:00:00,0.004,-0.542,0.317,0.24,1.771
2019-04-18 22:00:00,-0.193,0.818,0.374,-0.873,-1.16
2019-04-18 23:00:00,0.624,0.087,-0.742,1.103,-0.129
2019-04-19 00:00:00,0.571,0.234,0.19,-0.413,2.194
2019-04-19 01:00:00,0.953,-0.598,1.694,-0.407,-1.303
2019-04-19 02:00:00,1.378,0.573,0.222,0.028,0.862
2019-04-19 03:00:00,-0.271,0.801,-0.373,0.656,-0.408
2019-04-19 04:00:00,-0.235,-1.071,0.66,-0.851,-0.424
2019-04-19 05:00:00,-0.202,-2.481,-1.483,0.076,0.786
2019-04-19 06:00:00,0.358,-0.45,0.248,-2.162,0.628
2019-04-19 07:00:00,-0.253,0.013,-1.597,-0.166,-0.168
2019-04-19 08:00:00,-0.608,0.935,-0.856,0.682,-0.609
2019-04-19 09:00:00,-2.277,-0.828,-1.05,2.028,0.373
2019-04-19 10:00:00,-1.418,-0.592,-0.366,0.466,-0.362
2019-04-19 11:00:00,-0.622,-0.448,0.237,-0.665,-0.884
2019-04-19 12:00:00,-2.042,-0.206,-1.296,1.528,0.704
2019-04-19 13:00:00,-2.057,0.428,0.819,-0.381,2.368
2019-04-19 14:00:00,0.031,-0.112,1.95,-1.263,-1.493
2019-04-19 15:00:00,0.987,-1.038,0.751,0.244,-0.132
2019-04-19 16:00:00,0.7,0.022,0.984,0.721,-0.239
2019-04-19 17:00:00,0.053,-0.968,0.61,-1.213,0.051
2019-04-19 18:00:00,-0.089,-0.321,0.054,-0.284,0.859
2019-04-19 19:00:00,-0.269,1.596,1.43,0.493,0.25
2019-04-19 20:00:00,-0.096,-0.578,1.533,0.365,1.482
2019-04-19 21:00:00,0.381,1.507,-0.224,1.387,-0.682
2019-04-19 22:00:00,2.237,1.904,0.032,-0.016,0.4
2019-04-19 23:00:00,-0.613,0.772,0.902,0.089,-0.281
2019-04-20 00:00:00,-1.289,-0.077,-1.027,-1.462,-0.188
2019-04-20 01:00:00,1.901,0.173,-0.69,-0.258,0.617
2019-04-20 02:00:00,1.404,-0.071,0.437,0.511,-0.249
2019-04-20 03:00:00,-0.469,-1.216,0.593,-0.129,1.638
2019-04-20 04:00:00,0.004,1.173,-1.534,1.216,0.011
2019-04-20 05:00:00,2.228,0.311,-0.045,-0.051,-1.017
2019-04-20 06:00:00,0.545,0.902,-0.499,-0.794,0.332
2019-04-20 07:00:00,-0.614,-0.771,1.061,-0.791,-0.711
2019-04-20 08:00:00,0.591,-0.631,0.882,1.61,-2.009
2019-04-20 09:00:00,0.958,-0.311,2.145,-1.197,-0.442
2019-04-20 10:00:00,-0.153,-0.749,-0.597,-0.282,-0.359
2019-04-20 11:00:00,1.322,-1.257,-1.871,0.226,0.236
2019-04-20 12:00:00,0.347,0.61,-0.138,1.453,-0.388
2019-04-20 13:00:00,-1.618,0.809,2.642,-0.998,-1.576
2019-04-20 14:00:00,-0.668,0.62,0.626,0.265,-0.098
2019-04-20 15:00:00,0.698,0.179,-1.002,-1.728,0.309
2019-04-20 16:00:00,-0.076,-0.274,1.171,2.159,0.406
2019-04-20 17:00:00,0.227,-0.535,-0.111,0.505,-0.819
2019-04-20 18:00:00,1.481,-0.245,0.188,-0.467,1.856
2019-04-20 19:00:00,-0.573,-1.0,-0.175,0.231,1.074
2019-04-20 20:00:00,-0.716,0.09,1.676,-1.224,-1.519
2019-04-20 21:00:00,-0.504,0.005,-1.46,0.218,-0.202
2019-04-20 22:00:00,-0.699,0.488,-0.482,-1.765,-0.357
2019-04-20 23:00:00,-0.29,0.174,0.025,-0.508,-2.015
2019-04-21 00:00:00,0.11,0.037,-1.661,-0.315,0.861
2019-04-21 01:00:00,0.686,-0.888,-2.028,-0.05,0.571
2019-04-21 02:00:00,-3.438,-2.117,-0.355,-1.22,-0.486
2019-04-21 03:00:00,0.585,0.057,-2.07,-1.104,1.287
2019-04-21 04:00:00,-0.131,1.119,0.444,-0.608,1.654
2019-04-21 05:00:00,-1.448,-0.052,0.086,-0.1,0.338
2019-04-21 06:00:00,-0.819,-0.065,-0.803,-0.746,0.928
2019-04-21 07:00:00,1.06,-2.1,0.222,0.628,1.29
2019-04-21 08:00:00,-0.761,-0.316,0.637,-1.614,0.168
2019-04-21 09:00:00,-1.189,2.59,0.423,0.042,0.626
2019-04-21 10:00:00,-0.071,-0.012,0.319,-0.142,-0.504
2019-04-21 11:00:00,0.101,-0.379,1.333,0.759,1.895
2019-04-21 12:00:00,-0.092,1.507,-1.812,-0.279,0.217
2019-04-21 13:00:00,-1.0,-0.373,-0.123,-0.672,-1.088
2019-04-21 14:00:00,0.793,-0.0,-0.429,-0.049,1.465
2019-04-21 15:00:00,1.904,0.332,-1.16,0.687,1.009
2019-04-21 16:00:00,-0.071,-0.421,0.157,2.049,-1.858
2019-04-21 17:00:00,0.085,0.99,0.489,-1.028,0.128
2019-04-21 18:00:00,2.009,1.281,0.677,0.909,-0.346
2019-04-21 19:00:00,-0.411,-1.149,-0.478,-1.165,0.585
2019-04-21 20:00:00,-1.047,-2.128,2.068,1.529,-1.27
2019-04-21 21:00:00,0.11,0.787,-0.264,-0.526,2.082
2019-04-21 22:00:00,-0.594,-1.874,-0.485,0.963,-0.546
2019-04-21 23:00:00,0.909,0.566,0.431,-0.641,0.96
2019-04-22 00:00:00,0.328,0.54,-0.529,-1.106,0.541
2019-04-22 01:00:00,-0.748,1.03,0.301,1.684,1.881
2019-04-22 02:00:00,0.13,0.611,-0.286,-0.381,-0.415
2019-04-22 03:00:00,0.393,-0.606,1.51,-0.019,1.547
2019-04-22 04:00:00,0.291,-0.176,-0.369,1.467,0.832
2019-04-22 05:00:00,0.34,-0.495,0.27,-2.696,1.545
2019-04-22 06:00:00,-0.622,0.066,0.172,1.511,0.581
2019-04-22 07:00:00,1.87,-0.35,-0.329,-0.092,0.555
2019-04-22 08:00:00,1.027,-1.108,0.327,0.928,1.446
2019-04-22 09:00:00,-0.076,2.073,-0.703,-0.479,-0.169
2019-04-22 10:00:00,0.35,1.084,0.363,0.917,0.766
2019-04-22 11:00:00,0.308,0.581,-1.076,0.794,-0.47
2019-04-22 12:00:00,-3.339,0.928,0.033,0.917,0.179
2019-04-22 13:00:00,-1.757,-0.97,-0.451,-2.661,-0.704
2019-04-22 14:00:00,0.445,-1.205,-0.748,-0.361,1.553
2019-04-22 15:00:00,0.621,-0.284,-0.003,-1.651,0.596
2019-04-22 16:00:00,-0.383,-0.821,-1.098,0.761,-1.338
2019-04-22 17:00:00,-0.87,1.159,-3.012,0.591,-0.008
2019-04-22 18:00:00,-1.442,-1.155,-1.395,0.241,0.451
2019-04-22 19:00:00,1.209,1.167,-1.13,-1.109,-0.388
2019-04-22 20:00:00,0.324,-0.467,-1.928,1.19,0.341
2019-04-22 21:00:00,0.393,0.006,-1.484,-0.243,0.397
2019-04-22 22:00:00,-1.678,0.71,0.251,0.197,0.761
2019-04-22 23:00:00,1.46,0.224,-1.371,-0.451,0.811
2019-04-23 00:00:00,2.161,-1.263,-2.025,1.133,-0.57
2019-04-23 01:00:00,-0.574,-0.368,-0.468,0.461,-0.29
2019-04-23 02:00:00,-0.56,0.822,-0.924,0.239,-0.101
2019-04-23 03:00:00,1.481,-0.402,0.884,-0.004,1.101
2019-04-23 04:00:00,-1.038,1.07,-1.225,0.374,-0.041
2019-04-23 05:00:00,0.197,1.234,-0.044,0.02,0.29
2019-04-23 06:00:00,0.466,-0.02,-1.672,0.46,-0.898
2019-04-23 07:00:00,1.499,1.326,0.77,-1.184,0.104
2019-04-23 08:00:00,0.338,-0.628,-0.203,0.408,1.024
2019-04-23 09:00:00,1.766,0.058,0.017,-0.194,-0.598
2019-04-23 10:00:00,1.661,1.106,-0.723,0.069,-2.617
2019-04-23 11:00:00,0.325,-1.637,-0.012,2.215,0.973
2019-04-23 12:00:00,0.918,-1.372,2.039,-0.612,-2.265
2019-04-23 13:00:00,-0.595,2.616,0.878,-0.672,0.091
2019-04-23 14:00:00,1.505,-0.135,-0.471,0.313,-1.528
2019-04-23 15:00:00,1.102,-1.288,0.323,0.735,-1.588
2019-04-23 16:00:00,1.035,0.432,0.035,0.348,-0.226
2019-04-23 17:00:00,-0.914,0.677,-0.577,-0.193,1.253
2019-04-23 18:00:00,-2.548,-0.281,-0.807,0.055,-1.044
2019-04-23 19:00:00,0.658,-1.276,-0.21,-0.619,0.826
2019-04-23 20:00:00,-0.314,-0.023,0.879,0.335,0.739
2019-04-23 21:00:00,-0.951,0.095,-3.026,0.354,0.196
2019-04-23 22:00:00,-2.042,0.715,0.293,-0.994,-1.428
2019-04-23 23:00:00,1.186,-0.202,0.71,0.316,-1.449
2019-04-24 00:00:00,-0.037,-0.517,0.913,-0.953,-1.205
2019-04-24 01:00:00,1.363,0.489,-1.102,-0.876,-0.8
2019-04-24 02:00:00,-0.765,-1.544,-1.678,-0.816,-1.349
2019-04-24 03:00:00,0.309,2.058,1.56,1.146,0.32
2019-04-24 04:00:00,-0.789,0.243,0.446,1.502,1.252
2019-04-24 05:00:00,0.706,-0.46,0.226,-0.154,-0.604
2019-04-24 06:00:00,0.722,0.862,0.439,0.596,-1.016
2019-04-24 07:00:00,1.01,-1.715,0.291,0.939,0.596
2019-04-24 08:00:00,0.087,-0.358,0.894,-1.024,2.492
2019-04-24 09:00:00,0.432,0.204,-0.543,0.753,0.107
2019-04-24 10:00:00,-0.322,-0.948,-0.292,0.896,-1.015
2019-04-24 11:00:00,0.748,-1.342,-0.818,-0.183,-0.527
2019-04-24 12:00:00,-1.252,0.443,-1.525,1.357,1.272
2019-04-24 13:00:00,0.149,-1.072,-1.398,-0.272,-0.852
2019-04-24 14:00:00,-1.772,-1.48,-0.308,-0.153,0.385
2019-04-24 15:00:00,0.813,0.588,0.391,0.797,1.816
2019-04-24 16:00:00,0.73,0.36,-0.921,1.067,-0.611
2019-04-24 17:00:00,1.546,-0.176,-0.69,-0.476,0.507
2019-04-24 18:00:00,-0.158,0.658,0.6,1.527,1.141
2019-04-24 19:00:00,0.439,-0.419,-1.175,-1.515,0.008
2019-04-24 20:00:00,0.609,0.187,0.443,0.724,0.184
2019-04-24 21:00:00,-0.045,0.968,-0.458,0.924,-3.127
2019-04-24 22:00:00,-0.754,1.463,-0.267,-1.375,1.941
2019-04-24 23:00:00,1.436,-0.569,-1.644,1.516,-0.227
2019-04-25 00:00:00,0.309,0.917,1.076,0.599,0.37
2019-04-25 01:00:00,1.133,0.621,2.014,1.25,0.65
2019-04-25 02:00:00,-0.061,-0.512,-1.686,0.266,-1.263
2019-04-25 03:00:00,-1.798,-1.022,-0.792,-0.851,0.397
2019-04-25 04:00:00,-0.041,0.699,0.292,-0.82,1.487
2019-04-25 05:00:00,-1.259,-0.902,-0.907,0.122,-0.806
2019-04-25 06:00:00,0.354,1.125,-0.626,-0.978,-0.346
2019-04-25 07:00:00,-0.804,-0.228,-1.169,0.843,0.193
2019-04-25 08:00:00,-0.46,1.375,1.212,-1.528,1.929
2019-04-25 09:00:00,-1.059,0.504,0.452,-0.584,-0.185
2019-04-25 10:00:00,1.23,-0.251,0.328,0.516,1.599
2019-04-25 11:00:00,-0.098,-1.319,1.908,-0.33,-0.284
2019-04-25 12:00:00,0.129,-0.243,-1.828,-0.971,-1.08
2019-04-25 13:00:00,-0.427,0.729,0.141,-0.056,0.223
2019-04-25 14:00:00,-1.876,-1.334,0.825,-0.011,0.819
2019-04-25 15:00:00,-0.506,-0.754,-0.269,-0.011,1.026
2019-04-25 16:00:00,-1.385,1.001,1.384,0.839,-0.79
2019-04-25 17:00:00,0.822,2.204,-1.308,0.778,-0.741
2019-04-25 18:00:00,-1.437,-1.587,0.189,0.297,0.739
2019-04-25 19:00:00,-1.315,-0.828,0.314,-1.366,0.715
2019-04-25 20:00:00,1.755,-0.119,0.464,-0.083,-0.426
2019-04-25 21:00:00,0.323,-0.887,1.336,0.518,-1.764
2019-04-25 22:00:00,-0.3,-1.217,1.226,0.076,-0.373
2019-04-25 23:00:00,-0.016,0.48,-0.818,-0.809,1.344
2019-04-26 00:00:00,0.665,-0.551,-2.361,-0.315,-0.906
2019-04-26 01:00:00,-0.415,-0.698,0.395,0.344,0.19
2019-04-26 02:00:00,-0.505,0.517,-0.811,-0.135,-0.396
2019-04-26 03:00:00,1.732,-2.031,-1.34,-1.759,0.455
2019-04-26 04:00:00,-0.138,1.208,0.568,1.466,-0.12
